Business_id,Login_Date,Sales_Amount,Advanced_Amount,GST_Amount,Payment_mode
DPBD3528,26-08-2019,8000,8000,1440,Cash
DOWA3486,27-06-2019,15000,15000,2700,Cheque
DPWA3620,31-07-2019,17700,15000,3186,Cheque
DCNG2637,02-12-2020,17700,17700,3186,Cheque 
DGNG3066,20-01-2022,0,0,0,No Data
DDNR2905,28-10-2020,12000,12000,2160,Cheque
DGNG3067,25-01-2022,0,0,0,No Data
DCAS2301,18-01-2020,8000,8000,1440,Cheque
DHAP2301,18-01-2020,8000,8000,1440,Cheque
DHNM3276,13-11-2021,0,0,0,No Data
DPNA3581,21-09-2019,5000,5000,900,Cash
DGNG3068,13-06-2022,17700,17700,3186,Cheque
DCNG2638,27-01-2022,0,0,0,No Data
DHND2575,07-09-2021,17700,17700,3186,Online 
DHND3252,07-11-2022,5000,5000,900,Cash
DHND3252,28-06-2023,5000,5000,900,Cash
DHND3252,28-07-2023,5000,5000,900,Cash
DHND3252,07-11-2022,10000,10000,1800,Cash
DHND3252,13-12-2022,10000,10000,1800,Cash
DONG3475,13-02-2022,0,0,0,No Data
DCNK2656,23-02-2021,28320,28320,5097.6,Cheque
DHCV3222,07-04-2023,15000,15000,2700,Cash
DHNR3291,06-11-2019,11800,11800,2124,Cheque
DHNM3277,06-11-2019,11800,11800,2124,Cheque 
DENR2987,17-03-2020,7000,7000,1260,Cheque
DHCV2831,06-04-2023,10000,10000,1800,Cash
DHNG3268,26-10-2021,17700,17700,3186,Online 
DGNG3069,13-02-2022,0,0,0,No Data
DGNR3079,06-08-2019,5000,5000,900,Cash
DDYM2919,28-09-2023,7000,7000,1260,Cheque
DCNK2657,28-02-2021,10000,10000,1800,Online 
DNNG3406,18-04-2019,12000,12000,2160,Cheque
DNBD3376,23-05-2022,20000,20000,3600,Online
DANS2237,16-11-2019,7000,6000,1260,Cheque
DANS2237,16-11-2019,7000,6000,1260,Cheque
DANS2237,16-11-2019,7000,6000,1260,Cheque
DHYS3300,06-11-2019,17700,17700,3186,Cheque 
DHYS3300,06-11-2019,17700,17700,3186,Cheque
DHYS3300,06-11-2019,17700,17700,3186,Cheque
DHNM3278,14-11-2021,0,0,0,No Data
DHAS3124,19-01-2023,15000,15000,2700,Cheque
DHNR3293,12-06-2019,15000,15000,2700,Cheque
DHBP3194,16-09-2021,5900,5900,1062,Cheque 
DHCV3226,13-11-2022,20000,15000,3600,Cash
DHCV3226,13-11-2022,0,0,0,No Data
DCNG2639,17-10-2020,22420,22420,4035.6,Cash
DOBD3353,28-08-2019,8000,6780,1440,Cheque
DPCV3575,28-01-2023,8000,8000,1440,Cash
DPGD3580,16-08-2022,7080,7080,1274.4,Online
DHAS3125,22-05-2019,8000,8000,1440,Cheque
DHNG3269,17-10-2020,21240,21240,3823.2,Cheque 
DSNV3730,26-07-2023,10000,10000,1800,Cheque
DHNM3279,17-11-2021,0,0,0,No Data
DSBM3692,02-03-2020,7600,7600,1368,Cheque
DDNG2881,13-02-2022,0,0,0,No Data
DUNG3756,15-04-2022,16000,16000,2880,Online
DUNG3756,27-06-2022,10000,10000,1800,Online
DNBS3383,04-03-2020,15930,15930,2867.4,Cheque
DONR3484,28-08-2019,10620,9000,1911.6,Cheque
DPNG3603,23-04-2019,10000,10000,1800,Cheque
DEAP2927,25-08-2023,6000,6000,1080,Cheque
DDND2871,31-05-2019,22000,22000,3960,Cheque
DUNA3754,19-10-2019,29736,29736,5352.48,Cheque 
DGNR3080,06-08-2019,5000,5000,900,Cash
DNCR3384,01-11-2022,10000,10000,1800,Cash
DANM2230,10-02-2020,17700,11800,3186,Cheque
DDNR2911,07-10-2019,7500,7500,1350,Cheque 
DGNG3070,30-05-2022,36000,36000,6480,cheque
DGBD3034,17-08-2022,7080,7080,1274.4,Online
DCBM2468,02-01-2020,9000,9000,1620,Cheque
DNNG3407,25-01-2022,0,0,0,No Data
DDNM2892,27-02-2020,17700,17700,3186,Cheque
DCNG2640,07-01-2021,0,0,0,Cheque 
DBNG2261,21-04-2022,12000,12000,2160,Cash
DGNG3071,05-01-2022,0,0,0,No Data
DHNM3280,16-11-2021,0,0,0,No Data
DCNG2641,03-11-2020,23600,23600,4248,Online 
DCNR2687,28-11-2020,12000,12000,2160,Online 
DCNG2642,30-03-2023,0,29500,0,Cheque 
DCNG2642,10-04-2019,15000,15000,2700,Cheque
DGNB3045,08-01-2020,17700,17700,3186,Cheque
DGNB3045,08-01-2020,17700,17700,3186,Cheque
DCNG2643,12-12-2020,10030,10030,1805.4,Cash
DDNG2613,11-05-2022,18000,18000,3240,Online
DCNG2644,30-11-2020,25000,25000,4500,Cheque 
DENG2984,23-04-2019,10000,10000,1800,Cheque
DHBD3173,02-01-2020,9000,9000,1620,Cheque
DGNS3083,22-11-2019,14160,7080,2548.8,Cheque  
DGNS3083,22-11-2019,14160,7080,2548.8,Cheque
DGNS3083,22-11-2019,14160,7080,2548.8,Cheque
DGNS3083,13-09-2019,14160,6000,2548.8,Cheque 
DGNS3083,31-10-2019,14160,7080,2548.8,Cash
DCNG2645,27-01-2022,0,0,0,No Data
DGBD3036,14-03-2022,11800,5000,2124,Online
DRNG3647,08-01-2022,0,0,0,No Data
DPAJ3491,15-02-2023,10000,10000,1800,Cash
DPAJ3491,15-02-2023,46000,3000,8280,Cash
DECV2967,06-12-2023,12000,12000,2160,No Data
DPNN3611,07-01-2020,7080,7080,1274.4,Cheque
DHNM3281,15-11-2021,0,0,0,No Data
DPNG3605,13-02-2022,0,0,0,No Data
DHBP3201,23-01-2023,12000,12000,2160,Cheque
DCNG2646,14-01-2021,12000,12000,2160,Cheque 
DDCV2839,30-04-2019,10000,10000,1800,Cheque
DSBK3690,21-08-2021,11800,11800,2124,Cheque
DCNG2647,07-01-2021,0,0,0,Cheque 
DDAA2701,18-09-2019,11800,11800,2124,Cheque 
DHND3262,15-10-2020,20000,20000,3600,Cheque 
DHND3262,02-09-2021,10000,10000,1800,Cash
DECV2968,13-05-2019,10000,10000,1800,Cheque
DCNG2648,01-01-2021,29500,29500,5310,Cheque 
DDAP2736,07-09-2023,8000,8000,1440,Online
DCBD2461,27-11-2020,12000,12000,2160,Cash
DDNR2914,30-08-2019,7500,7500,1350,Cash
DCNR2690,28-10-2020,0,0,0,No Data
DHNG3270,24-12-2020,0,0,0,No Data
DCNG2649,24-12-2020,27000,27000,4860,Online
DPNM3610,14-02-2020,17700,17700,3186,Cheque
DONR3485,02-08-2019,7080,6000,1274.4,Online
DOBD3440,30-08-2019,10000,8475,1800,Cheque
DDCV2217,10-08-2019,5900,5000,1062,Online
DCNG2650,08-01-2021,23600,23600,4248,Online
DPAS3505,16-09-2019,11800,10000,2124,Cheque 
DHCA3203,27-12-2019,10000,8475,1800,Online
DHCA3203,27-12-2019,10000,8475,1800,Online
DDNG2884,05-06-2019,11800,11800,2124,Cheque
DCNG2651,24-10-2020,17700,17000,3186,Cheque 
DHAS3129,13-08-2019,5000,5000,900,Cash
DHNV3298,01-11-2019,9000,9000,1620,Cheque
DHNV3298,01-11-2019,9000,9000,1620,Cheque
DHNV3298,01-11-2019,9000,9000,1620,Cheque
DUNG3758,20-01-2022,42000,42000,7560,Cheque
DNAS3372,17-09-2019,10000,10000,1800,Cash
DSNR3729,12-09-2019,14160,14160,2548.8,Cash
DCNG2652,13-01-2021,12000,12000,2160,Cheque 
DCNG2653,18-12-2020,10030,10030,1805.4,Cash
DCNG2654,09-12-2020,20000,20000,3600,Cheque
DDAS2750,08-06-2019,8000,8000,1440,Cheque
DDNR2915,30-08-2019,5900,2542,1062,Cheque
DDNR2915,14-09-2019,5900,2542,1062,Cheque 
DDMH2845,16-01-2023,8260,7000,1486.8,Online
DDMH2845,30-01-2023,8260,7000,1486.8,Online
DENA2975,05-11-2021,11800,10000,2124,Online 
DECV2969,27-02-2023,24000,24000,4320,Cash
DECV2969,14-11-2023,15000,15000,2700,Cash
DBNJ2263,28-03-2023,22000,22000,3960,Cheque
DBNJ2263,05-05-2023,7000,7000,1260,Cheque
DBNJ2263,16-05-2023,15000,15000,2700,Cheque
DBNJ2263,10-07-2023,15000,15000,2700,Cheque
DRNJ2263,07-09-2023,15000,15000,2700,Cheque
DHWA3299,11-07-2019,6000,5085,1080,Cheque
DDBD2797,13-08-2019,11800,10000,2124,Cheque
DHAP3112,24-02-2023,9000,9000,1620,Cash
DCAS2307,18-09-2019,8000,8000,1440,Cash
DCNM2662,27-01-2020,12000,12000,2160,Cash
DCNM2662,27-01-2020,12000,12000,2160,Cash
DCNM2662,25-05-2019,12000,12000,2160,Cheque
DWND3777,17-04-2019,5000,5000,900,Cash
DWND3777,28-06-2019,10000,10000,1800,Cash
DGNR3082,30-11-2020,8000,8000,1440,Online
ETAP3944,24-12-2019,5000,5000,900,Cheque
ETAP3944,24-12-2019,5000,5000,900,Cheque
ETAP3944,24-12-2019,5000,5000,900,Cheque
EING3885,28-05-2019,15000,7500,2700,Cheque
ESNG3939,28-05-2019,15000,7500,2700,Cheque
ESCR3887,19-12-2022,8000,8000,1440,Online
ECNS3832,13-02-2020,11800,10000,2124,Cheque
ECCV3820,29-10-2022,10000,10000,1800,cheque
EHBK3875,18-12-2020,23600,20000,4248,Cash
EHBK3875,01-02-2021,36000,15000,6480,Cash
EECV3850,04-02-2023,28320,10170,5097.6,Online
ECND3825,24-12-2022,17700,17700,3186,Online
ECNG3827,27-01-2022,50000,50000,9000,Cheque
ESNG3940,13-04-2019,20000,20000,3600,Online
ERAS3910,25-11-2019,8000,8000,1440,Cheque 
ERAS3910,25-11-2019,8000,8000,1440,Cheque
ERAS3910,25-11-2019,8000,8000,1440,Cheque
EACV3785,22-11-2022,12000,12000,2160,Cash
EPBM3912,14-07-2021,10620,10620,1911.6,Cheque
ENNM3903,20-12-2019,5900,5900,1062,Cheque
ENNM3903,20-12-2019,5900,5900,1062,Cheque
ENNM3904,20-12-2019,5900,5900,1062,Cheque
ESND3938,23-04-2019,20000,20000,3600,Cheque
ECNK3828,08-11-2021,14160,14160,2548.8,Cash
ESYS3941,12-11-2019,23600,23600,4248,Cheque
ESYS3941,12-11-2019,23600,23600,4248,Cheque
ESYA3941,12-11-2019,23600,23600,4248,Cheque
ECNM3829,27-01-2020,17700,17700,3186,Online
ECNM3829,27-01-2020,17700,17700,3186,Online
FCNA3989,23-09-2019,17700,15000,3186,Cheque 
FACV3952,09-08-2019,0,0,0,No Data
FCNR3994,13-06-2019,5000,5000,900,Online
FANH3953,12-01-2023,37760,18880,6796.8,Online
FANH3953,15-02-2023,36580,36580,6584.4,Online
FANH3953,16-03-2023,17700,15000,3186,Online
FANH3953,19-04-2023,23600,20000,4248,Online
FANH3953,17-05-2023,17700,15000,3186,Online
FANH3953,20-06-2023,23600,20000,4248,Online
FANH3953,22-07-2023,25600,22000,4608,Online
FANH3953,21-08-2023,23600,20000,4248,Online
FANH3953,21-08-2023,17700,10000,3186,Online
FANH3953,23-09-2023,23600,20000,4248,Online
FANH3953,25-10-2023,23600,20000,4248,Online
FRNM4119,11-11-2019,35400,30000,6372,Cheque 
FRNM4119,11-11-2019,35400,30000,6372,Cheque
FRNM4119,11-11-2019,35400,30000,6372,Cheque
FSNR4135,19-08-2019,5000,5000,900,Cash
FFAS4020,02-08-2019,8260,7000,1486.8,Cheque
FENR4014,20-03-2020,7500,7500,1350,Cheque
FHNA4068,24-03-2023,50000,50000,9000,Online
FHYM4071,19-08-2023,7700,7700,1386,Cash
FFND4029,22-02-2023,8000,8000,1440,Cash
FENS4016,27-01-2023,11800,10000,2124,Cheque
FPNA4104,23-10-2019,17700,17700,3186,Cheque
FFNR4037,08-07-2019,5000,5000,900,Cash
FWNR4145,24-12-2019,10000,10000,1800,Online
FWNR4145,02-04-2020,10000,10000,1800,Online
FGNR4056,05-10-2019,8000,8000,1440,Cheque  
FFNA4028,18-02-2023,8000,8000,1440,Cheque
FFNG4031,03-09-2020,35400,35400,6372,Cheque
FCAA3965,02-11-2019,5000,5000,900,Cheque 
FCAA3965,02-11-2019,5000,5000,900,Cheque
FCAA3965,02-11-2019,5000,5000,900,Cheque
FCNJ3992,08-09-2023,20000,10000,3600,Cash
FBNR3964,31-07-2019,0,0,0,No Data
FFAA4018,05-04-2023,14160,12000,2548.8,Online
FPNP4109,28-12-2019,7080,7080,1274.4,Cheque
FPNR4109,28-12-2019,7080,7080,1274.4,Cheque
FPNR4109,28-12-2019,7080,7080,1274.4,Cheque
GPCV4534,06-06-2023,17700,15000,3186,Cheque
GBWA4193,29-09-2019,9440,8000,1699.2,Cheque  
GDNV4301,22-11-2019,11800,10000,2124,Cheque 
GDNV4301,22-11-2019,11800,10000,2124,Cheque
GDNV4301,22-11-2019,11800,10000,2124,Cheque
GMCR4493,23-11-2022,6000,6000,1080,cheque
GBAA4174,26-08-2019,9086,9086,1635.48,Online
GNNG4510,08-01-2022,70800,70800,12744,Cheque
GNNG4510,31-03-2022,53100,53100,9558,Cheque
GNNG4510,25-04-2022,53100,53100,9558,Cheque
GDNM4297,30-12-2019,5000,5000,900,Online
GDNM4297,30-12-2019,5000,5000,900,Online
GDNM4297,30-12-2019,5000,5000,900,Online
GEWA4331,13-08-2019,8000,6780,1440,Online
GTBV4628,19-07-2019,7080,6000,1274.4,Cheque
GDAA4274,20-09-2022,20060,20060,3610.8,Online
GCCV4236,26-08-2023,11800,10000,2124,Cheque
GNAR4507,08-06-2019,6000,6000,1080,Online
GHCV4426,25-11-2023,11800,10000,2124,Cheque
GJAP4451,01-11-2019,29500,29500,5310,Cheque 
GJAA4451,01-11-2019,29500,29500,5310,Cheque
GJPA4451,01-11-2019,29500,29500,5310,Cheque
GAAP4151,27-03-2023,7000,7000,1260,Cheque
GSAS4151,25-06-2019,10000,10000,1800,Cheque
GGBP4370,08-06-2023,15340,13000,2761.2,Cheque
GCNJ4263,11-07-2019,15000,12711,2700,Cheque
GHNG4438,07-01-2021,30000,30000,5400,Cheque 
GHNG4438,31-01-2023,17700,17700,3186,Cheque
GSNB4269,07-02-2020,10000,10000,1800,Cheque
GCNS4269,07-02-2020,10000,10000,1800,Cheque
GLCV4471,08-11-2023,20000,20000,3600,Cash
GLNM4473,09-01-2020,25000,25000,4500,Cash
GLNM4473,09-01-2020,25000,25000,4500,Cash
GFBD4343,02-12-2019,14160,12000,2548.8,Cheque
GFBD4343,02-12-2019,14160,12000,2548.8,Cheque
GFBD4343,02-12-2019,14160,12000,2548.8,Cheque
GCNV4270,13-03-2020,20000,20000,3600,Cheque
GFNS4353,06-02-2020,15930,13500,2867.4,Cheque
GFNS4353,06-02-2020,15930,13500,2867.4,Cheque
GCCV4246,09-08-2019,11800,10000,2124,Online
GMAS4483,21-06-2019,3500,3500,630,Cash
GNAA4506,02-09-2022,15340,13000,2761.2,Cheque
GSYM4620,29-06-2023,12036,6000,2166.48,Cheque
GWAG4639,05-05-2023,8000,8000,1440,Cash
GGCV4378,23-05-2019,8000,2000,1440,Cash
GONR4516,26-09-2019,7000,7000,1260,Cheque 
GDNR4300,15-06-2019,8000,3000,1440,Cheque
GDNR4300,30-05-2019,8000,5000,1440,Cheque
GPCV4537,27-11-2023,10000,10000,1800,Cheque
GHBK4412,26-11-2021,6000,3000,1080,Cash
GHNS4442,15-01-2020,25500,25500,4590,Cheque
GHNS4442,10-02-2020,25500,25500,4590,Cheque
GHNS4442,15-01-2020,25500,25500,4590,Cheque
GCBM4222,20-05-2023,13000,13000,2340,Cheque
GGGA4381,17-08-2019,5000,5000,900,Cash
GNNV4511,03-10-2023,29000,25000,5220,Online
GNNV4511,08-11-2023,47200,40000,8496,Online
GRNS4569,13-02-2020,21240,21240,3823.2,Cheque
GONA4514,02-11-2021,17000,17000,3060,Cheque
GTYM4635,09-06-2023,14160,12000,2548.8,Cheque
GHBD4409,04-07-2019,15000,15000,2700,Cheque
GSWA4619,15-07-2019,9000,7627,1620,Cheque
GSBM4607,13-05-2023,14160,12000,2548.8,Online
GSAS4588,22-05-2019,6000,6000,1080,Cheque
GFND4350,10-09-2021,25000,25000,4500,No Data
GENS4330,30-11-2019,17700,17700,3186,Cheque 
GENS4330,30-11-2019,17700,17700,3186,Cheque
GENS4330,30-11-2019,17700,17700,3186,Cheque
GSBD4603,03-09-2022,8000,4000,1440,Online
GLNR4475,14-11-2019,8850,8850,1593,Cheque
GLNR4475,14-11-2019,8850,8850,1593,Cheque
GLNR4475,14-11-2019,8850,8850,1593,Cheque
GSBD4604,29-07-2019,8000,3390,1440,Cheque
GSBD4605,26-04-2019,8000,4000,1440,Cheque
GDCG4291,25-06-2022,14160,14160,2548.8,Online
GLBP4418,25-11-2019,8000,8000,1440,Cheque 
GLBP4418,25-11-2019,8000,8000,1440,Cheque
GLBP4418,25-11-2019,8000,8000,1440,Cheque
GGNG4387,25-01-2022,40000,40000,7200,Cheque
GFAS4339,24-09-2019,12000,12000,2160,Cheque 
GCWG4273,14-04-2022,5000,5000,900,Cheque
GHYM4443,23-08-2023,10000,10000,1800,Cash
GHAS4397,26-11-2019,5900,5900,1062,Cheque 
GHAS4397,26-11-2019,5900,5900,1062,Cheque
GHAS4397,26-11-2019,5900,5900,1062,Cheque
GLBK4465,08-08-2021,8000,8000,1440,Cheque
GWNS4646,05-03-2020,53100,45000,9558,Cheque
GJNR4457,14-09-2019,7080,6000,1274.4,Cheque 
GKYM4460,30-08-2023,11800,10000,2124,Cheque
GECV4319,03-12-2022,20000,20000,3600,Cheque
GHCR4422,03-11-2022,14160,7080,2548.8,Online
GPBG4492,03-01-2020,10000,4237,1800,Cheque
GPBG4492,03-01-2020,10000,4237,1800,Cheque
GGNA4382,22-08-2019,14000,140000,2520,Cash
HNNS4919,13-02-2020,5900,5900,1062,Cash
HHNV4880,07-01-2020,10000,10000,1800,Cheque
HHNV4880,07-01-2020,10000,10000,1800,Cheque
HHNV4880,05-07-2022,6000,6000,1080,Online
HACV4658,30-09-2022,17700,17700,3186,Cheque
HANS4664,04-03-2020,10000,10000,1800,Cheque
HMNC4913,17-02-2020,5900,5900,1062,Cheque
HTNM5012,24-12-2019,11800,10000,2124,Cheque
HTNM5012,24-12-2019,11800,10000,2124,Cheque
HTNM5012,24-12-2019,11800,10000,2124,Cheque
HEAS4737,26-02-2020,9440,8000,1699.2,Cheque
HLNM4899,07-03-2020,5000,5000,900,Cheque
HACV4660,02-02-2023,17700,15000,3186,Cheque
HCAS4686,28-06-2019,6000,6000,1080,Cheque
HCAS4686,29-05-2019,12000,6000,2160,Cheque
HTNR5013,11-06-2019,7000,4000,1260,Cheque
HTNR5013,09-09-2019,7000,3000,1260,Cheque 
HPAS4927,10-09-2019,9440,8000,1699.2,Cheque 
HNAA4675,07-11-2022,30000,25424,5400,Cheque
HUAA5015,07-11-2022,0,0,0,No Data
HSAV4922,17-12-2019,7500,7500,1350,Cheque
HSAV4922,17-12-2019,0,0,0,No Data
HSAV4922,17-12-2019,7500,7500,1350,Cheque
HSAV4922,17-12-2019,0,0,0,No Data
HSAV4922,17-12-2019,7500,7500,1350,Cheque
HSAV4922,17-12-2019,0,0,0,No Data
HHCV4850,24-05-2019,8000,8000,1440,Cheque
HPNK4943,27-02-2021,11800,11800,2124,Cheque 
HHNR4872,01-11-2019,15000,5000,2700,Cash
HHRR4872,01-11-2019,15000,5000,2700,Cash
HHRR4872,01-11-2019,15000,5000,2700,Cash
HHCR4839,25-11-2022,14160,12000,2548.8,Cheque
HSAN4979,11-01-2020,14160,12000,2548.8,Cheque
HSAN4979,11-01-2020,5900,5000,1062,Cheque
HSAN4979,11-01-2020,14160,12000,2548.8,Cheque
HSAN4979,11-01-2020,5900,5000,1062,Cheque
HHCR4846,05-11-2022,11800,11800,2124,Online
HHCS4848,03-05-2023,14160,12000,2548.8,Online
HRAA4770,20-09-2022,17700,17700,3186,cheque
HRCR4841,23-11-2022,12000,12000,2160,cheque
HHAA4771,28-09-2022,23600,20000,4248,Cheque
HWCV5025,29-10-2022,25000,15000,4500,Cash
HVHD5018,22-05-2019,7000,7000,1260,Cheque
HHNG4866,21-09-2023,12000,12000,2160,Cash
HRWA4973,01-07-2019,9000,9000,1620,Cheque
HRBV4967,17-08-2019,15340,13000,2761.2,Cash
HRAS4961,16-08-2019,5000,5000,900,Cash
HHBV4838,01-09-2023,5900,5000,1062,Cheque
HHBV4838,09-08-2019,12000,10169,2160,Cheque
HRBV4968,26-10-2019,4500,4500,810,Cheque 
HENA4742,27-01-2023,0,0,0,No Data
HFAP4749,29-02-2020,5000,5000,900,Cheque
ISWA5208,19-08-2019,8000,8000,1440,Online
IDNR5095,10-06-2019,5000,5000,900,Online
IDNR5095,26-06-2019,3000,3000,540,Cash
ICNM5079,18-11-2019,14750,14750,2655,Cheque 
ICNM5079,18-11-2019,14750,14750,2655,Cheque
ICNM5079,18-11-2019,14750,14750,2655,Cheque
ICNM5080,13-03-2020,42480,21000,7646.4,Cheque
IFCV5091,12-06-2019,8000,8000,1440,Cheque
IFNM5119,16-12-2019,34800,29492,6264,Cheque
IFNM5119,16-12-2019,34800,29492,6264,Cheque
IFNM5119,16-12-2019,34800,29492,6264,Cheque
IFNM5119,03-06-2019,60000,60000,10800,Cheque
IMNG5160,26-04-2022,5000,5000,900,Cash
IHBP5132,28-08-2023,10000,10000,1800,Cheque
IPAJ5169,15-10-2019,12000,12000,2160,Cheque  
ISSM5207,26-02-2020,106200,59000,19116,Cheque
IPBD5173,28-11-2020,11800,10000,2124,No Data
ITAA5210,16-11-2019,5000,5000,900,Cash
ITAA5210,16-11-2019,5000,5000,900,Cash
ITAA5210,16-11-2019,5000,5000,900,Cash
IICV5143,18-09-2023,11800,11800,2124,Cheque
ISNM5204,18-03-2020,17700,17700,3186,Cheque
ICCA5067,11-10-2019,23600,23600,4248,Cheque 
ICCA5067,25-05-2023,20000,20000,3600,Cash
IHNG5136,28-09-2023,15000,15000,2700,Online
IICV5145,06-11-2023,12000,12000,2160,Cash
IFBD5114,11-07-2019,10000,8475,1800,No Data
IFBD5114,14-06-2019,9000,9000,1620,Cheque
JMNG5436,12-09-2020,22000,18644,3960,Cheque
JPCV5464,04-10-2023,10000,10000,1800,Cash
JHNR5396,13-12-2019,22175,22175,3991.5,Cheque
JHNR5396,13-12-2019,22175,22175,3991.5,Cheque
JHNR5396,13-12-2019,22175,22175,3991.5,Cheque
JCNM5304,11-12-2019,5000,5000,900,Cheque
JCNM5304,11-12-2019,5000,5000,900,Cheque
JCNM5304,11-12-2019,5000,5000,900,Cheque
JAGA5248,26-08-2019,5000,4237,900,Cheque
JHNJ5394,26-08-2019,5000,5000,900,Cheque
JANK5252,24-12-2019,10000,0,1800,Online
JRAS5476,31-01-2020,14160,14160,2548.8,Cheque
JRAS5476,31-01-2020,14160,14160,2548.8,Cheque
JCNK5303,18-02-2021,56050,34500,10089,Online 
JENR5340,17-07-2019,11800,10000,2124,Cheque
JTAP5328,21-04-2023,8000,8000,1440,Cheque
JRAS5478,10-08-2019,5000,5000,900,Online
JHAP5370,05-10-2023,10000,10000,1800,Cash
JMAS5420,30-04-2019,9000,9000,1620,Cheque
JFAP5348,18-01-2020,10000,5000,1800,Cash
JFAP5348,18-01-2020,10000,5000,1800,Cash
JCND5266,18-08-2020,15340,9818,2761.2,Cheque 
JVND5532,31-05-2019,22420,22420,4035.6,Cheque
JRNS5488,14-12-2019,13800,13800,2484,Cheque
JRNS5488,14-12-2019,13800,13800,2484,Cheque
JRNS5488,14-12-2019,13800,13800,2484,Cheque
JRNS5489,16-12-2019,10000,10000,1800,Cheque
JRNS5489,16-12-2019,10000,10000,1800,Cheque
JRNS5489,16-12-2019,10000,10000,1800,Cheque
JFAS5350,22-06-2019,10000,10000,1800,Cheque
JBCV5264,04-04-2019,5000,5000,900,Cash
JUAS5530,17-06-2019,10000,10000,1800,Cheque
JANG5251,08-01-2021,0,0,0,No Data
JSNG5512,29-11-2021,17700,17700,3186,Cheque
AAAS19,24-07-2019,5000,5000,900,Cash
KHBP5803,13-12-2019,7080,2966,1274.4,Cheque
KHBP5803,13-12-2019,7080,2966,1274.4,Cheque
KHBP5803,23-01-2020,7080,3580,1274.4,Cheque
KHBP5804,13-12-2019,7080,2966,1274.4,Cheque
KHBP5804,23-01-2020,7080,2966,1274.4,Cheque
KCBD5639,21-04-2022,13000,13000,2340,Online
KGBD5770,30-04-2019,0,0,0,No Data
KTBD6044,13-06-2019,12750,12750,2295,Cheque
KPBM5945,24-05-2023,10000,10000,1800,No Data
KACV5560,12-11-2022,11800,10000,2124,Cheque
KRNP5985,13-10-2023,0,0,0,No Data
KJNR5864,14-05-2019,8000,8000,1440,Cheque
KSAS6000,07-06-2019,10000,10000,1800,Cheque
KHNA5820,08-02-2023,8000,8000,1440,Online
KCGA5673,31-07-2019,5900,5000,1062,Cheque
KFNM5758,16-11-2019,8000,8000,1440,Cheque 
KFNM5758,16-11-2019,8000,8000,1440,Cheque
KFNM5758,16-11-2019,8000,8000,1440,Cheque
KHAP5783,22-04-2023,15000,15000,2700,Cheque
KHAP5783,06-09-2023,15000,15000,2700,Cheque
KASG5574,04-12-2019,10000,10000,1800,Online
KASG5575,04-12-2019,10000,10000,1800,Online
KSSG5575,04-12-2019,10000,10000,1800,Online
KLNM5876,07-01-2019,17700,17700,3186,Cheque
KLNM5876,07-01-2019,17700,17700,3186,Cash
KPNR5965,14-10-2019,8000,9440,1440,Cheque  
KMND5901,17-05-2019,15000,15000,2700,Cheque
KINJ5849,29-03-2023,11800,10000,2124,Online
KINJ5849,19-05-2023,10000,8475,1800,Cheque
KNNR5908,23-10-2019,5000,4000,900,Cash
KEAA5715,20-09-2019,6000,0,1080,Cheque 
KPAS5792,27-08-2019,7000,7000,1260,Cash
KASD5573,05-09-2022,13000,13000,2340,Online
KBBP5598,18-01-2023,14000,14000,2520,Online
KHNM5831,22-01-2020,23600,20000,4248,No Data
KHNM5831,05-02-2020,17700,15000,3186,No Data
KHNM5831,16-03-2020,17700,15000,3186,Cheque
KHNM5831,05-02-2020,17700,15000,3186,No Data
KKAJ5865,19-09-2019,17700,17700,3186,Cheque 
KSNR6034,07-06-2019,12000,12000,2160,Cheque
KPCV5953,07-11-2023,8000,8000,1440,Cash
KPGA5954,21-08-2019,10000,8475,1800,Cheque
KSNG6029,06-04-2022,23000,23000,4140,Online
KRnM5984,10-12-2019,17500,17500,3150,Cheque
KRNR5987,10-12-2019,17500,17500,3150,Cheque
KRNR5987,10-12-2019,17500,17500,3150,Cheque
KPNJ5958,31-07-2019,7080,6000,1274.4,Cheque
KCAV5635,02-01-2020,8000,8000,1440,Cheque
KCAV5635,02-01-2020,8000,8000,1440,Cheque
KTNC6058,09-10-2020,6000,6000,1080,Cheque 
KPCJ5949,23-08-2022,12000,12000,2160,Cash
KIAM5841,28-12-2019,11800,11800,2124,Cheque
KIAM5841,28-12-2019,11800,11800,2124,Cheque
KIAM5841,28-12-2019,11800,11800,2124,Cheque
KHNC5821,12-03-2020,23600,23600,4248,Cheque
KTNP6060,06-06-2023,6800,6800,1224,Cash
KTNP6060,05-08-2023,6000,6000,1080,Online
KTNP6060,02-10-2023,9100,9100,1638,Cash
KFNN5759,14-03-2020,10000,10000,1800,Cheque
KCNP5683,14-02-2020,4000,4000,720,Cheque
KDNR5713,02-11-2020,10000,10000,1800,No Data
KDBD5698,31-08-2019,15620,5620,2811.6,Cheque
KIAG5838,05-05-2023,11800,10000,2124,Cheque
KDBD5699,10-07-2019,15620,8475,2811.6,Cheque
KPAP5929,08-08-2023,10000,10000,1800,Cheque
KDNM5708,04-03-2020,17700,17700,3186,Cheque
KPAV5935,06-01-2020,9440,9440,1699.2,Cheque
KPAV5935,06-01-2020,9440,9440,1699.2,Cheque
KPBV5948,06-08-2019,10620,9000,1911.6,Cheque
KWAP6075,22-08-2023,10000,10000,1800,Cash
